Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints
69,1,27734,1,1,4933.137712385676,0.1046368797728102,13,5.5953446979122825,8.631396307180724,37,3,6,0,475
25,0,86457,4,0,7593.109549558731,0.1499146902575482,49,2.345844590445151,2.9441461182353788,80,8,0,1,2129
35,1,86851,0,1,5380.0601110482685,0.1780497385093533,1,1.894071159940684,3.727710740439009,89,11,0,9,3458
46,1,89498,4,1,9966.416993692335,0.1951872778335515,2,1.562151155261775,14.678445437430156,26,1,0,1,4725
65,0,54505,3,0,9140.527170315325,0.2539187273431276,43,3.4507926501316994,12.527765924129582,43,1,7,6,4052
64,1,127596,3,0,3462.1035010393634,0.1522942184205971,41,7.00895414208861,1.783942874346815,48,8,7,8,4455
61,1,56790,4,1,8036.131015082468,0.1466409211431305,17,1.495749536835131,11.764889374862609,37,13,7,0,3498
43,0,96821,2,3,7418.475569008951,0.2187848234807504,22,7.595189010551097,7.808165363561605,17,12,0,7,520
30,0,126507,0,2,3525.416346959096,0.2235023931676676,6,6.852766367582195,2.7018068245573605,65,11,1,3,864
56,0,111054,0,3,9939.912937078596,0.0286668374563555,20,9.074742908370151,11.274909220605675,94,13,5,8,4791
59,0,89674,4,1,2027.12810483842,0.0925552545363458,29,5.2103560254864805,13.97589212941059,45,8,2,8,2643
49,1,59420,3,1,3797.058587348535,0.1667058130464387,19,4.018606840104816,9.19766646450545,57,5,4,7,4114
52,0,87333,2,2,9017.46237648156,0.2119878923654588,32,9.85148112497059,12.662758218856546,46,11,1,5,3438
55,0,33213,0,3,8236.314310922271,0.1026122584807346,48,6.064679085171974,13.185280900584091,94,15,6,9,1854
23,1,47326,3,3,5798.745892903624,0.2107420385188834,32,4.818424873358365,14.769348937914348,52,9,3,6,282
63,1,113792,2,2,4209.388056015971,0.035597943428919,22,3.2122366169821155,10.989100784083329,19,4,8,1,3329
37,1,109653,1,0,6932.690422496319,0.0327143425397074,23,1.897440821758825,11.175867094838209,26,10,5,9,1672
33,1,87733,3,2,831.8632079250378,0.2334123728640139,19,1.8909504713520608,2.0047827599585366,30,7,0,9,3137
46,1,96064,3,0,8404.755887209369,0.2271399696031596,45,2.4195264738879576,11.7447305924137,61,12,8,0,2014
38,0,95852,1,0,8196.8179996797,0.0841868961693437,33,3.998053317732104,6.011432986993209,56,7,0,6,280
35,1,44082,4,3,6918.249400693628,0.2807585324253521,48,5.105382511208309,0.8326559091934072,75,3,2,1,2948
27,1,34770,1,3,4500.9242842757485,0.1021661682865093,0,2.271314985814841,13.56045140212098,84,8,0,0,1890
42,0,38368,3,3,7101.120880393331,0.1101705717036548,47,6.913653860069354,10.297111705023672,63,3,2,5,4500
36,1,50209,3,1,2852.033962174506,0.1633210640619154,2,3.0018633554544483,12.089964243766907,24,1,1,7,3994
43,1,120653,3,0,6926.726332887855,0.1518007467643168,11,8.602746062771631,7.568642185814084,66,5,4,7,1842
61,0,110790,0,2,8252.436649265026,0.1745091596841765,25,9.112992384808608,6.655116655199748,12,2,2,1,1980
34,0,142636,0,0,1789.5178762772523,0.0489680037027138,15,1.5353190828077483,6.101209260968379,29,4,3,4,3723
32,0,81489,4,0,6089.51698429472,0.0774589283983954,26,3.917370917054627,7.414779993643779,31,1,9,7,3309
49,0,30931,2,0,4107.650275379241,0.2837574397151484,18,4.385678949388986,9.123355089332223,51,9,0,7,2998
27,0,132314,1,2,5126.764447862774,0.2492345452826449,6,5.025255580590919,0.5937725471701554,3,4,8,1,1897
45,0,132831,3,1,6336.406781338125,0.1596320529185856,29,9.396166059419178,14.163539899425745,96,18,4,5,3236
34,0,135845,4,3,1796.025962944702,0.0784056936797038,5,9.615658590151009,1.871637808008196,75,13,2,1,1558
64,1,36543,0,1,738.2781921968759,0.2487155961410934,2,7.766700532494683,2.180710578759151,49,14,6,5,4952
64,1,72712,0,3,2965.233481861963,0.1374670782321448,35,4.747370379106878,14.492522780894571,17,19,5,4,2543
24,1,42347,3,2,8267.737135206713,0.118322611069561,39,9.718367775445495,12.830951837645657,57,12,9,1,4661
32,0,47702,0,2,6808.3700394349125,0.1338589512027234,18,5.062331484141174,0.5675589943372668,16,10,9,0,3985
51,0,104738,0,2,4118.418111374069,0.2652383489384838,32,2.260919600207102,2.02961642346802,89,8,6,7,4530
64,0,110266,0,1,7064.232646785734,0.2834648065410837,23,2.312270174782979,2.5866588354187336,24,17,1,0,2359
31,0,103406,0,3,9743.234829828976,0.2412588172637566,41,4.136556341234041,14.696949265115398,38,14,7,5,410
39,1,61252,0,1,7188.729025919142,0.1793077037045655,20,7.809739879730118,3.980105469093912,56,10,8,5,681
19,1,20163,2,1,9034.15596176062,0.2261018807718856,43,1.7573103296324897,0.5358388771914642,50,8,1,3,1408
53,1,33860,3,2,5571.752000315953,0.1833163067781361,30,3.66445483395154,7.44709201020054,27,18,1,3,3132
56,1,20169,0,3,2930.091572898146,0.2278783633508402,32,2.469117411888292,2.2265338487368664,2,9,5,2,50
38,0,87285,1,2,3215.479146703078,0.2690015741994648,32,8.967643592799192,3.674234553897874,30,3,4,1,2209
63,0,38070,1,3,6342.812502554277,0.2267806535038859,9,2.6403426900123548,1.041956092035547,66,16,6,7,4711
63,1,144750,0,1,3882.953292453763,0.0846759206642657,42,3.111883652714269,0.6422664535172748,72,9,5,7,1924
40,1,112800,3,0,8983.880077307564,0.1014029121948185,8,9.340024677737285,14.902218860683584,11,3,9,7,534
32,0,69849,4,1,3313.707724782077,0.2347221099037774,39,4.389917347630341,3.9964507244466367,87,2,8,9,2160
23,1,108095,0,1,1943.8768261462387,0.2455507942800013,48,1.3295134044443988,2.9161079364999787,47,15,2,5,4486
64,0,97932,3,3,2209.6719933699496,0.1611986268666999,10,3.784611725782219,7.779724898153312,54,4,9,0,4201
62,0,30295,2,3,1103.091922153675,0.033850047553733,36,5.210183502941163,4.0744140491464345,54,15,6,6,1965
46,0,22655,2,1,7134.812932582739,0.1182539373697955,0,7.136971066130837,11.738371197421992,56,0,9,9,4397
30,0,96729,4,1,3283.146034889008,0.0220020377273858,29,4.6532718740641394,7.45559457066106,1,7,6,2,1914
37,0,50709,2,3,3632.337128319686,0.2568592024726021,29,5.734196556672568,4.362114821944103,19,16,9,3,3108
43,0,37833,3,1,2829.789435691769,0.2099835637216557,33,7.461488994348475,4.880711277053535,23,4,0,3,2232
19,0,94216,1,1,7824.041954922251,0.1556664522936771,49,4.353953462560117,9.351275647531171,63,13,2,1,274
55,1,32427,2,1,4983.696199884492,0.1558338448233363,6,9.225634820533688,8.82396249939627,35,7,2,3,3357
31,0,83804,4,0,8820.678701200542,0.1474607775522852,43,8.882526480209238,7.531666557311019,29,7,8,0,4297
39,1,20792,4,1,4781.818372214428,0.0722177093240485,32,1.6303259830716208,13.4098873723577,29,9,5,5,2896
42,1,120699,4,2,8519.934145738123,0.1362564105664785,48,4.9005192687517445,14.574286319463404,38,11,2,0,880
46,1,67201,3,3,8585.974726664297,0.168799595063318,13,5.148607814198504,4.242660278934492,12,8,5,2,1593
33,0,29941,3,3,1361.9565123738885,0.2788073813267481,23,8.926243468438345,6.460445447536056,48,19,7,8,4646
46,1,26331,1,1,2692.4102332038287,0.1013401224955515,15,5.782801615424392,8.173520498011307,21,0,6,8,1174
28,1,41788,2,2,2984.002572435833,0.2274950399915588,27,8.801015300323336,10.659538967921383,63,15,1,7,4179
43,1,77719,4,3,7931.378314092452,0.0908878859621093,22,2.6487910601480085,1.8721218377748592,27,15,1,4,1739
63,0,112556,3,3,8862.591862170337,0.1027533128448313,21,1.3754929919680432,2.019420446926995,38,18,1,5,4293
57,0,118369,2,1,3215.809579918569,0.1420884395204183,24,3.655310903431909,10.700112435841785,26,12,6,0,3616
36,0,70535,3,1,8790.72698618823,0.0775434012868132,3,5.353483700866325,4.384243904674115,79,13,7,6,3193
55,1,65537,1,0,6154.929721670435,0.1276697565836504,17,8.003346218992633,3.6419475448841663,45,19,6,9,422
41,0,114200,3,2,1752.430907094208,0.0807184631317168,2,1.7725555517206877,9.16779523790829,78,8,2,2,3873
41,0,50796,1,0,3360.2283175558346,0.0687234577540518,3,9.60971663428219,13.759613873844756,91,19,0,0,948
45,0,32926,1,2,8336.738698001976,0.03031638289744,40,1.4303582947208429,3.809717558085472,18,1,4,8,3910
55,0,120274,4,0,7776.90942314987,0.0753719321659926,31,9.416471565978789,4.015450876349254,86,12,3,4,1211
50,1,37970,2,2,417.9067282919968,0.2210931179629881,9,1.453823964973166,12.546068465938577,94,4,3,4,3530
62,1,108212,2,3,2892.410615379814,0.0636528253571876,11,6.131589859174946,11.103900209266394,45,1,9,9,2300
51,0,50192,1,0,8650.79250467022,0.2327344200380698,45,2.445587627443087,12.394133730460052,44,17,6,0,2880
33,1,77251,3,0,2426.1393768509947,0.2302548540944968,21,4.469865944090367,2.048997468361821,24,7,8,9,1178
56,0,108340,3,1,3226.383357763828,0.222188633195028,31,8.337619803556603,5.657052967292635,88,1,7,4,169
25,0,119473,1,2,9567.67887904901,0.1506823241290245,8,1.666203868314069,14.337850704921916,88,10,2,0,3106
32,1,54956,4,2,9158.116691906493,0.2557605907023498,44,6.00631650243105,2.5180564489405617,0,16,1,9,1380
36,1,30040,4,1,7519.080115407188,0.1281692245099699,25,1.7527918566808007,11.027679183467315,64,7,0,1,1974
43,0,120048,1,2,8192.693485725473,0.2211877218913038,42,4.957540769282745,1.5468180063761712,98,18,6,2,2924
51,0,114377,2,0,2209.6986343685703,0.0669121633086641,29,7.672686419687123,5.953081901001839,59,10,6,0,2637
50,1,145305,1,0,4965.115717801468,0.01053485190629,23,8.88085695066394,4.885695973515401,11,3,2,2,226
49,1,60426,2,3,1549.47868029085,0.1071022523379857,25,5.874811505503447,9.598520170583216,77,0,0,3,2430
66,1,134072,1,1,3008.3804893110096,0.0654983281201962,17,3.4533762031261173,1.7419592663453598,90,13,5,0,3158
32,0,139998,1,0,2532.944512614757,0.2683414297754714,20,8.442091807308731,7.050975203007068,37,13,5,8,4433
25,0,33570,2,3,6681.875473050473,0.0114758194042019,2,5.509915303434177,13.8389489081683,20,5,9,5,1226
37,1,62876,2,0,386.2088677553698,0.169691123448252,21,8.194999486581,12.850810857278905,93,1,3,0,3558
54,0,46925,1,0,1906.7238129443524,0.2655654946177874,1,9.518117105205125,13.651260919522995,9,16,3,6,3872
46,0,53512,0,2,4289.781526235691,0.2534415776235499,7,1.8900619967469483,1.7210453866100637,19,11,3,2,1003
66,0,121733,4,1,5798.745811908001,0.2297612647723554,26,8.754494635836705,11.578212753916471,97,12,9,0,1078
63,0,145015,3,1,8491.563714018557,0.1581120861478045,44,5.352570268461808,5.3907660330171225,70,1,4,9,298
40,1,144218,0,3,5629.4548614021705,0.1215262002692725,15,1.861920034410213,10.3718858765325,48,11,4,2,687
42,0,23185,0,2,4971.955886294187,0.1741303789102789,19,1.804418696866484,1.2961844464928736,58,16,1,6,453
23,0,76987,0,3,3306.310702247736,0.2887638104425213,14,8.985649276063814,12.896022476758004,97,14,0,9,2429
23,1,135021,1,1,3813.983968711401,0.1289670577547953,26,8.120325033027916,10.818703564159271,45,14,1,9,4950
53,1,49602,3,1,4118.203166661794,0.1440079757417944,46,8.876751348337319,0.5939214232687633,8,4,7,5,3670
64,0,25443,3,1,8741.505201950498,0.1721019382682083,13,3.5608536325564515,11.48201632155731,85,12,7,3,4122
25,0,25131,0,3,2216.035063344269,0.2709153052209545,14,1.104555719644014,14.87261078322622,61,11,4,0,1048
62,1,54603,1,1,8963.983485401393,0.1623526135806024,25,3.016148793179624,13.597141973333713,21,17,3,8,3283
56,1,124555,4,0,5432.850081031507,0.0350787952632606,5,1.5571529674885458,5.308384313687734,93,3,9,5,161
45,0,127268,0,0,3428.6393115396745,0.2759704594060524,22,6.784531038858705,11.166558429805049,83,10,1,9,4749
62,1,92551,2,3,787.723591180885,0.0811829007361303,32,3.91287777541744,7.204583901062633,55,8,8,6,732
64,0,52174,1,0,382.9389354601832,0.1905884498710221,33,9.482876234113276,7.423103615168196,32,8,3,1,745
66,0,131098,2,2,2004.090459430821,0.0855846857210523,18,8.275740731033288,11.54620160559975,44,19,0,6,340
67,1,46049,3,0,7124.017731875565,0.1576563459203497,45,8.35102877446046,3.252963460733151,17,6,7,9,4086
38,0,23034,1,1,785.9532105940891,0.1488755921329424,49,9.429599223892088,13.851853579353984,8,17,8,6,586
64,0,129490,3,2,9882.364012919656,0.137570857779173,13,5.834681777848989,7.316301063669954,65,13,5,8,1268
45,1,65958,2,1,2263.635904382801,0.0897286696962464,13,4.329595933200395,2.71866417815089,47,16,3,9,63
33,0,145625,1,2,1592.2812864597545,0.0223603248225604,15,1.598234651679318,9.088638659157947,68,16,5,1,4837
38,0,90825,1,2,6454.7091113259,0.2598185279701288,39,3.100438417394068,4.128054880224023,19,15,7,2,2438
61,1,100570,2,3,397.2241889124036,0.1540440098837779,6,3.5743534370718235,12.214651971890936,23,9,5,2,3901
27,0,21287,0,2,9874.062084004412,0.0870670236758712,30,9.005640007906655,10.445385347721434,87,1,0,3,2792
26,1,25277,4,2,2968.283010285421,0.250022369320514,30,5.408396284389152,12.43584708635094,99,2,7,3,2194
20,1,20184,1,1,4366.057437520717,0.0373540982304007,20,6.944229991208457,4.277637125179606,55,11,4,0,192
31,1,60478,2,2,1061.8814602261814,0.0396155612940276,30,4.290647362228567,13.47942329650968,18,0,0,2,1245
50,1,91609,3,1,3535.212229095177,0.0398310190132048,6,6.521591581398396,6.181744741605486,52,8,3,4,2170
29,1,96681,4,3,357.7232332536959,0.0750633146305387,11,9.954365364460378,3.5979148326610373,15,6,1,4,2845
56,1,74254,0,2,2178.679326066684,0.1428024954028045,25,8.551973083667406,13.888676997318836,66,2,0,4,4544
22,0,49144,4,2,353.22491876959594,0.0969163551676011,18,9.59443364582443,13.923879974988472,22,10,2,2,2527
37,1,105275,1,1,7979.31528900803,0.0182711471892221,33,6.580632971234089,5.230646491243723,65,0,1,8,4534
34,0,148826,1,2,1105.9603018420105,0.1305495860262245,3,9.56262537054222,13.96180579158873,16,11,4,3,1329
45,1,58180,4,0,2213.215264603071,0.2308794622060227,42,5.68421096797771,8.187547981616156,60,12,8,2,2593
53,0,52261,1,1,793.6142552935413,0.0655009768401789,39,3.303313855136621,1.7376787035932724,38,10,9,2,4783
35,0,40764,1,2,8897.692047566637,0.1928130902391073,4,9.82550475135713,14.880886534107532,37,0,0,8,813
23,1,100123,1,1,881.2291092971153,0.1690045586921185,2,8.138285191447812,2.348878867417068,71,11,9,9,1731
62,1,20972,1,2,9926.363390787996,0.2672913995922375,10,3.751221769324148,14.599679765913589,87,1,7,0,2826
68,0,113676,2,1,8183.894738001112,0.2629149174467315,16,4.018420948458343,12.929240478948977,7,12,6,2,2783
19,0,56343,1,2,4786.056634133482,0.1144498944337002,43,7.452854116352332,11.043227527351045,0,18,2,5,735
25,1,86199,2,2,9768.548903378454,0.2499359525231189,28,1.1140530049665682,3.088397962162148,94,17,3,3,4411
26,0,126958,2,2,3886.107341307054,0.0223327261690371,48,5.147438824524558,11.595701330687586,96,3,5,3,4051
25,1,104225,3,1,3621.217783906727,0.1821863018495092,40,1.9586899397710469,6.921562858753306,98,4,0,3,3208
48,0,78956,1,0,4538.309787398748,0.063481604770262,31,8.177112145775407,6.414970586331058,99,8,5,9,4263
58,1,29213,2,2,8834.129980981066,0.1464161216969131,8,9.64540397658176,1.6732530117107944,87,2,5,7,4325
49,0,84277,3,2,4667.340509283441,0.1788909576926774,22,2.406855390281314,3.4738897968410347,94,18,5,0,2284
62,0,81902,2,2,7201.971844369829,0.0775455905842841,25,3.5192128090171817,2.8177492815977785,75,18,4,6,232
64,0,60144,2,0,4334.330162941001,0.0180666387233426,37,6.3548284972089135,13.476983231609523,82,4,2,6,2722
20,0,23331,4,3,2244.6180670685367,0.2784282293628509,1,3.479642300460536,4.452665667280358,77,7,8,8,3252
40,0,30707,2,1,671.1628927397352,0.1567824131902259,26,3.302364286234175,8.114243092560823,57,8,3,6,594
19,0,126369,0,2,5066.914451733338,0.0445466678015972,21,7.97041990985725,13.9518893121657,76,2,5,6,1252
46,1,41961,1,3,692.0134850683783,0.0250424249060913,12,6.95244412402138,9.08788855952842,77,6,9,1,487
22,0,120063,4,0,7415.168523593294,0.0527733510851131,22,9.3986484517033,5.307546306209487,54,9,7,8,4510
26,0,102455,1,0,1954.4060862976075,0.0994625979256941,29,3.0288148940182174,6.796711725080674,96,3,4,0,3193
20,1,148611,4,1,4183.332683862845,0.2825059795378399,3,2.3399868100589294,7.288322382674368,61,5,0,5,782
64,1,84649,0,2,7440.448741541279,0.0248731950093692,49,8.708117739240645,7.6364930498813886,37,1,8,6,338
36,0,141935,2,0,6421.396439751746,0.1733549315085989,36,2.9460235881683974,6.621990653425119,32,13,9,6,2177
65,0,119510,4,1,9392.351353262418,0.2890687529614918,23,3.2367587024832494,7.59004501530968,3,19,6,3,3082
55,0,149665,3,3,3230.859573971215,0.0103594189722488,40,5.6422009539255775,5.012618299089476,89,14,4,1,4511
24,0,66266,4,2,5100.480711319629,0.1752049187089036,11,2.80045380262709,6.741594197987941,65,10,2,8,3517
37,1,143229,0,3,4183.900022299511,0.0915807642146618,37,8.134482600228035,6.093138800994543,21,9,3,5,3752
38,1,45482,3,1,1420.794865463373,0.2003303292024945,38,9.4807454237533,1.4662565445621207,97,15,0,8,4430
52,1,45379,3,0,2631.7034228252123,0.1064837067622662,37,4.72646441621454,9.246354675348924,20,9,1,7,3976
43,0,74679,3,0,2709.5328906461687,0.217964167977665,12,6.194330451256202,3.4082894466933573,66,9,9,4,3912
43,1,35915,0,3,992.3351610658596,0.2990222926731403,35,9.669861339322836,3.5970862481582047,65,11,7,1,3842
38,1,148869,1,1,1364.656962339261,0.2115717728389148,44,6.4976817533474405,4.646412674123203,18,14,6,5,1162
36,0,78862,4,3,466.1960038978532,0.1059106901033124,5,6.993775630556559,2.6155516099933287,43,14,2,6,104
21,0,75900,1,1,4054.149097486612,0.1789420502338249,14,8.532759521858031,13.751947851088484,99,2,0,1,2486
44,1,132000,3,2,6661.202120729886,0.2769884793600248,27,9.130340065681642,1.3533314122962052,68,12,8,1,4090
23,0,63739,0,1,2325.643568818576,0.0363973762516122,31,3.0596476812227538,9.009905197612214,40,5,7,6,4505
39,1,148001,1,0,8393.420507040231,0.0557452138306432,21,9.275002143548075,14.609443384973876,87,2,3,6,2976
28,1,42369,4,3,6140.692084655652,0.2905087704798112,8,2.342392878242101,14.946165494660915,79,17,3,7,902
37,1,70511,0,2,651.630296589261,0.0817692945229207,43,1.396185923367697,11.831059238654586,27,2,5,8,4062
27,0,128408,4,3,2936.46173040706,0.2740767693964425,19,5.869050123182258,13.155828045770908,31,15,3,1,695
47,1,45187,2,1,5635.703122378339,0.2858082786196404,48,5.543254094830657,7.257396541022275,72,18,6,9,4915
68,0,52481,3,0,3391.577120516814,0.13797937543499,1,1.0855148358267737,7.669806065450125,65,6,2,1,2566
54,0,133037,0,1,1907.8529845038408,0.1240786460781787,3,9.21681350405978,11.670686228008597,46,2,4,6,3182
28,1,43600,4,0,4553.812449635839,0.1185206083166368,27,5.9542405608216615,3.401953956475105,76,14,9,1,2186
63,1,82624,3,0,7916.550955639691,0.286835363806296,0,3.147788471434111,13.527702785944046,36,18,0,0,682
39,0,54341,3,1,8231.568965492825,0.2398885424319557,33,4.635750369738274,0.7731500839810888,33,17,9,0,4787
51,0,133289,3,3,9085.419238297029,0.2789940941334998,43,3.9090634367349057,12.75012485569486,21,14,5,4,1398
33,0,127318,0,3,1893.8409330689187,0.0619411881338169,5,4.82909321859696,11.94846285359456,13,7,0,2,4968
68,0,85875,1,0,3898.4470710452174,0.1240640502170906,13,9.035164248133754,12.022391903450586,64,6,2,5,3670
41,0,32190,0,0,4985.809749587078,0.2988539562265153,0,2.203522374903596,1.3497697675313578,55,13,8,1,1968
45,0,129679,2,2,3810.625251023355,0.0774268624979526,25,4.09445497037025,3.265977523663266,54,9,3,9,4711
20,1,65020,3,0,5383.121319365102,0.2664206687284497,49,3.123227108319144,6.21486939967452,95,17,7,1,2562
25,0,91622,1,3,9736.87097587164,0.261284161507098,16,2.909577612021849,6.675186807929841,55,14,6,2,1255
27,0,69294,3,0,551.859755320372,0.276491643433169,26,2.42320492891933,0.6523910521355649,80,19,6,7,4912
42,1,66969,0,3,5652.254898305943,0.2646294298664692,40,9.594830525473425,11.226836563165389,75,19,5,0,595
42,0,25272,0,3,9547.822110219957,0.2158995535653524,9,4.95956609446155,5.152013693834437,82,8,7,7,2976
19,0,110933,1,2,831.8908123774877,0.1148467204945427,20,6.284585371690229,6.753390394214803,99,8,0,5,1206
44,0,60364,4,3,326.52461279487034,0.0710567706370859,31,7.881940557682175,7.6009072964498,82,8,2,2,3735
56,0,142978,1,0,7629.260513201032,0.1313361389135562,5,7.665787983867876,6.777808463490586,0,16,3,9,830
33,0,114559,4,2,3790.8554039271694,0.2921589800851335,41,2.6435521722202475,8.031919285416485,72,6,0,4,295
33,1,65311,3,0,2201.059836226304,0.2056565122683454,44,2.9130784982199995,5.230775647459025,66,9,9,3,1707
53,0,101088,1,2,6590.945199199304,0.2940393761140816,19,8.848663287778063,6.189846320022777,23,15,0,7,1063
44,0,38989,4,3,707.2521289045945,0.2852308297268356,0,1.64680684977139,3.513023487792393,5,0,7,0,2540
52,1,46825,3,1,1647.2111892453067,0.2585138748804549,48,9.94314976735214,8.398206064646473,73,3,9,0,3676
49,1,108670,0,2,5237.05292684594,0.0712658658835407,27,8.5777359777379,14.68800286688521,6,11,9,2,1517
65,1,142547,2,3,8114.150825628089,0.0976014855163116,23,9.777837852245597,7.598918850855084,61,11,0,6,4518
38,1,97366,2,1,5655.917938867727,0.076234358044839,13,5.872072248613706,12.637554532152354,13,7,5,9,2483
46,1,75779,0,1,8310.291660958988,0.2217920508473333,48,7.756503357344346,14.228281215434366,32,3,9,0,3261
47,0,46866,0,0,4791.321867737106,0.2276191606088674,26,5.064128985186638,5.3193378443409065,77,7,6,1,2167
30,0,100096,0,0,9466.582752995226,0.2048103067372818,14,6.531895272883462,3.8713583756545686,76,15,9,6,504
42,1,77255,4,2,7342.966911202327,0.0301575860269307,40,6.902905307960283,7.694445369852306,27,6,7,5,3814
43,1,117435,4,3,2946.839694397919,0.0204074413585668,33,2.6802946490491384,4.862134828836375,13,3,8,5,2530
48,1,109017,2,1,1076.663673081885,0.1148815137310686,6,5.763455482963382,8.3677718330642,10,1,5,9,846
42,0,41094,2,3,9485.063569745334,0.1004473469246992,26,7.714458032949169,0.5938693844957452,44,2,9,4,1930
49,0,37187,3,3,3510.500666944912,0.2718419386293083,45,2.126314061713475,7.683784659284783,38,12,9,4,2128
65,1,28800,4,0,4157.265300068579,0.2411333639812456,28,3.9253607044919816,4.551857162901855,92,8,0,0,2208
20,1,73685,3,3,3947.612459266165,0.1214440264987129,28,2.7841186950349783,6.668780124584657,28,12,4,7,4962
38,0,120877,1,0,7683.479831660364,0.2562853093078506,32,3.593452219809482,13.877750796871412,4,12,3,0,3811
60,0,53762,2,3,3162.786388385012,0.0556223922487683,9,9.846653866825282,3.951976923763198,3,14,2,6,2822
53,0,99789,3,3,948.3969652548876,0.0347205097529288,31,2.9467216326802386,14.401294423981462,79,11,7,1,965
33,0,141465,4,0,9093.599092298353,0.2226698904756717,47,8.422092276758029,13.25957005454652,64,8,6,0,1116
51,1,65113,4,1,9497.5831143845,0.1979784987659476,42,3.5887039759568014,5.093212537713177,94,19,1,6,195
61,0,55732,1,1,769.5852743923374,0.2508866628322939,28,3.157502514375925,7.912365490580378,49,3,9,0,2908
36,0,77352,2,3,2441.530386362734,0.1043424600932151,34,3.556881845507508,5.719637592606242,31,1,5,4,3112
56,1,28041,3,0,5888.459464958983,0.0320045589503567,29,2.5509589117085847,9.07806875115271,10,2,1,4,2705
29,1,87657,1,3,1864.3657822971827,0.1011909427518145,34,3.413950172722643,5.248361722161296,35,9,3,4,3411
50,0,25446,3,0,9071.666477803528,0.0780389858047901,8,4.759135284300548,11.065321545910688,38,2,0,0,2209
43,1,124748,0,3,6244.457146095931,0.0622111492497699,26,4.924433857992385,8.309945601548407,17,16,6,9,2697
54,1,125363,1,0,5498.073078105684,0.0430862690042499,39,5.52431759141442,5.471700141946879,56,5,3,0,395
21,0,109552,3,0,3884.678806355642,0.2749630313520848,6,6.268166263924615,6.277684598990271,32,9,7,4,1708
60,0,144717,2,3,6434.413679536746,0.2503968657527023,15,2.622292260095048,2.613422210829217,62,1,6,0,3223
61,0,110975,4,1,6904.643245334593,0.0385795209894295,32,6.996151065039569,9.368789852572707,52,16,7,2,3099
29,0,148307,2,3,5371.554047919825,0.1517846870065648,36,2.5827933175021247,6.966457486744621,5,18,2,2,3106
40,0,106195,1,1,8948.929143837599,0.2222586436770281,29,9.369851075985569,4.801671466874354,27,7,8,7,105
59,1,96860,0,0,3960.282861172893,0.1058974278113782,27,3.385720493879309,0.5573438512250368,56,11,5,0,2501
52,1,46657,2,0,1327.0048507371891,0.2096394299117963,8,2.292511252935576,5.929991837577765,3,1,8,6,2207
40,1,94312,1,0,873.2413505517408,0.1556965550819736,18,7.356255851161195,1.7797272153494492,94,4,8,1,472
41,1,58624,4,3,8313.981142835262,0.2111863116077054,0,2.315396033838857,12.10575164434072,73,9,2,0,4475
53,1,64200,3,2,6081.77681291923,0.0356397474925317,18,2.8179411808849872,4.529062010791187,25,2,1,6,4018
18,1,28787,3,0,2748.9152779482274,0.0169764855527944,14,7.103204319309567,13.4363591938227,61,6,1,4,951
31,0,137278,4,2,3715.849686302479,0.1691366211572804,15,1.0531024893168448,14.446004118720309,88,1,2,8,3319
24,0,86777,2,2,1512.8059252177925,0.0744747404492801,44,7.548115240641691,12.31201352774767,58,6,1,9,1111
40,0,79507,3,3,1833.5966160091905,0.2461600673293769,31,1.2364794388048033,13.92059776271305,92,4,5,8,2448
23,1,77899,3,1,872.4882088509207,0.2802367262654893,18,1.996752484807367,8.13685117764434,57,10,7,7,1667
47,1,28988,4,1,2787.7300728113028,0.1515031448883614,13,1.9563066242249776,0.8791655052108249,66,7,7,5,4468
28,0,86861,1,3,8204.557666530485,0.1750678701203017,22,9.767858658313246,9.15858567416551,66,4,1,7,903
59,1,103732,0,2,1369.9462020549363,0.0838735205148787,34,6.3256847616187,13.890187655718025,65,6,0,6,446
63,0,70946,2,0,6937.371770081059,0.0277700515516989,23,9.489419051321391,5.402179165745047,60,6,5,9,126
27,0,131151,1,1,5733.050642582681,0.0303266156780773,40,5.097361357853144,10.42339275861197,21,2,9,2,1989
68,1,77013,3,0,7057.014952311444,0.0954988486462215,40,7.337269239102358,1.253118764840967,25,0,7,3,3713
54,0,93410,1,2,650.0684799044176,0.2669338088761374,21,1.2726112196961863,9.077122055581285,74,2,8,7,3978
64,0,68039,4,0,6892.350316676441,0.2096113492159665,35,6.298023555381709,5.1314077190574645,2,16,4,2,296
66,0,107404,3,0,4624.570814702257,0.1466815116808758,24,4.680803681010058,2.667165251206081,21,5,6,4,2820
44,0,108216,2,2,5602.779040257881,0.2085514671884445,35,3.015440948018478,11.176574740283142,75,17,5,8,189
69,1,25597,1,1,7323.0247365291325,0.147738323727772,36,6.711243066735111,6.660766654263042,75,19,3,6,1020
25,0,149059,0,2,9918.066631544698,0.2808667805160202,30,1.9105622265814792,14.3257421839721,25,7,8,9,1444
34,0,41078,3,3,8536.866974577777,0.0758266080465514,2,2.599249110048431,5.076347546723001,0,19,0,6,1332
66,1,73595,2,3,3226.813661594306,0.2452875049194981,37,9.55244059281564,9.718731020107386,17,5,1,6,2138
